Driver code,Race name,Race year,Q1,Q2,Q3
PER,Monaco Grand Prix,2021,1:11.644,1:11.019,1:11.573
GIO,Monaco Grand Prix,2021,1:11.658,1:11.409,1:11.779
OCO,Monaco Grand Prix,2021,1:11.740,1:11.486,\N
RIC,Monaco Grand Prix,2021,1:11.747,1:11.598,\N
STR,Monaco Grand Prix,2021,1:11.979,1:11.600,\N
RAI,Monaco Grand Prix,2021,1:11.899,1:11.642,\N
RUS,Monaco Grand Prix,2021,1:12.016,1:11.830,\N
TSU,Monaco Grand Prix,2021,1:12.096,\N,\N
ALO,Monaco Grand Prix,2021,1:12.205,\N,\N
LAT,Monaco Grand Prix,2021,1:12.366,\N,\N
MAZ,Monaco Grand Prix,2021,1:12.958,\N,\N
LEC,Azerbaijan Grand Prix,2021,1:42.241,1:41.659,1:41.218
HAM,Azerbaijan Grand Prix,2021,1:41.545,1:41.634,1:41.450
VER,Azerbaijan Grand Prix,2021,1:41.760,1:41.625,1:41.563
GAS,Azerbaijan Grand Prix,2021,1:42.288,1:41.932,1:41.565
SAI,Azerbaijan Grand Prix,2021,1:42.121,1:41.740,1:41.576
NOR,Azerbaijan Grand Prix,2021,1:42.167,1:41.813,1:41.747
PER,Azerbaijan Grand Prix,2021,1:41.968,1:41.630,1:41.917
TSU,Azerbaijan Grand Prix,2021,1:42.521,1:41.654,1:42.211
ALO,Azerbaijan Grand Prix,2021,1:42.934,1:42.195,1:42.327
BOT,Azerbaijan Grand Prix,2021,1:42.701,1:42.106,1:42.659
VET,Azerbaijan Grand Prix,2021,1:42.460,1:42.224,\N
OCO,Azerbaijan Grand Prix,2021,1:42.426,1:42.273,\N
RIC,Azerbaijan Grand Prix,2021,1:42.304,1:42.558,\N
RAI,Azerbaijan Grand Prix,2021,1:42.923,1:42.587,\N
RUS,Azerbaijan Grand Prix,2021,1:42.728,1:42.758,\N
LAT,Azerbaijan Grand Prix,2021,1:43.128,\N,\N
MSC,Azerbaijan Grand Prix,2021,1:44.158,\N,\N
MAZ,Azerbaijan Grand Prix,2021,1:44.238,\N,\N
STR,Azerbaijan Grand Prix,2021,\N,\N,\N
GIO,Azerbaijan Grand Prix,2021,\N,\N,\N
VER,French Grand Prix,2021,1:31.001,1:31.080,1:29.990
HAM,French Grand Prix,2021,1:31.237,1:30.788,1:30.248
BOT,French Grand Prix,2021,1:31.669,1:30.735,1:30.376
PER,French Grand Prix,2021,1:31.560,1:30.971,1:30.445
SAI,French Grand Prix,2021,1:32.079,1:31.146,1:30.840
GAS,French Grand Prix,2021,1:31.898,1:31.353,1:30.868
LEC,French Grand Prix,2021,1:32.209,1:31.567,1:30.987
NOR,French Grand Prix,2021,1:31.733,1:31.542,1:31.252
ALO,French Grand Prix,2021,1:32.158,1:31.549,1:31.340
RIC,French Grand Prix,2021,1:32.181,1:31.615,1:31.382
OCO,French Grand Prix,2021,1:32.139,1:31.736,\N
VET,French Grand Prix,2021,1:32.132,1:31.767,\N
GIO,French Grand Prix,2021,1:32.722,1:31.813,\N
RUS,French Grand Prix,2021,1:33.060,1:32.065,\N
MSC,French Grand Prix,2021,1:32.942,\N,\N
LAT,French Grand Prix,2021,1:33.062,\N,\N
RAI,French Grand Prix,2021,1:33.354,\N,\N
MAZ,French Grand Prix,2021,1:33.554,\N,\N
STR,French Grand Prix,2021,\N,\N,\N
TSU,French Grand Prix,2021,\N,\N,\N
VER,Styrian Grand Prix,2021,1:04.489,1:04.433,1:03.841
BOT,Styrian Grand Prix,2021,1:04.537,1:04.443,1:04.035
HAM,Styrian Grand Prix,2021,1:04.672,1:04.512,1:04.067
NOR,Styrian Grand Prix,2021,1:04.584,1:04.298,1:04.120
PER,Styrian Grand Prix,2021,1:04.638,1:04.197,1:04.168
GAS,Styrian Grand Prix,2021,1:04.765,1:04.429,1:04.236
LEC,Styrian Grand Prix,2021,1:04.745,1:04.646,1:04.472
TSU,Styrian Grand Prix,2021,1:04.608,1:04.631,1:04.514
ALO,Styrian Grand Prix,2021,1:04.971,1:04.582,1:04.574
STR,Styrian Grand Prix,2021,1:04.821,1:04.663,1:04.708
RUS,Styrian Grand Prix,2021,1:05.033,1:04.671,\N
SAI,Styrian Grand Prix,2021,1:04.859,1:04.800,\N
RIC,Styrian Grand Prix,2021,1:05.142,1:04.808,\N
VET,Styrian Grand Prix,2021,1:05.051,1:04.875,\N
GIO,Styrian Grand Prix,2021,1:05.092,1:04.913,\N
LAT,Styrian Grand Prix,2021,1:05.175,\N,\N
OCO,Styrian Grand Prix,2021,1:05.217,\N,\N
RAI,Styrian Grand Prix,2021,1:05.429,\N,\N
MSC,Styrian Grand Prix,2021,1:06.041,\N,\N
MAZ,Styrian Grand Prix,2021,1:06.192,\N,\N
VER,Austrian Grand Prix,2021,1:04.249,1:03.927,1:03.720
NOR,Austrian Grand Prix,2021,1:04.345,1:04.415,1:03.768
PER,Austrian Grand Prix,2021,1:04.833,1:04.483,1:03.990
HAM,Austrian Grand Prix,2021,1:04.506,1:04.258,1:04.014
BOT,Austrian Grand Prix,2021,1:04.563,1:04.376,1:04.049
GAS,Austrian Grand Prix,2021,1:04.841,1:04.412,1:04.107
TSU,Austrian Grand Prix,2021,1:04.967,1:04.518,1:04.273
VET,Austrian Grand Prix,2021,1:04.846,1:04.493,1:04.570
RUS,Austrian Grand Prix,2021,1:04.907,1:04.553,1:04.591
STR,Austrian Grand Prix,2021,1:04.927,1:04.547,1:04.618
SAI,Austrian Grand Prix,2021,1:04.596,1:04.559,\N
LEC,Austrian Grand Prix,2021,1:04.906,1:04.600,\N
RIC,Austrian Grand Prix,2021,1:04.977,1:04.719,\N
ALO,Austrian Grand Prix,2021,1:04.472,1:04.856,\N
GIO,Austrian Grand Prix,2021,1:04.782,1:05.083,\N
RAI,Austrian Grand Prix,2021,1:05.009,\N,\N
OCO,Austrian Grand Prix,2021,1:05.051,\N,\N
LAT,Austrian Grand Prix,2021,1:05.195,\N,\N
MSC,Austrian Grand Prix,2021,1:05.427,\N,\N
MAZ,Austrian Grand Prix,2021,1:05.951,\N,\N
HAM,British Grand Prix,2021,1:26.786,1:26.023,1:26.134
VER,British Grand Prix,2021,1:26.751,1:26.315,1:26.209
BOT,British Grand Prix,2021,1:27.487,1:26.764,1:26.328
LEC,British Grand Prix,2021,1:27.051,1:26.919,1:26.828
PER,British Grand Prix,2021,1:27.121,1:27.073,1:26.844
NOR,British Grand Prix,2021,1:27.444,1:27.220,1:26.897
RIC,British Grand Prix,2021,1:27.323,1:27.125,1:26.899
RUS,British Grand Prix,2021,1:27.671,1:27.080,1:26.971
SAI,British Grand Prix,2021,1:27.337,1:26.848,1:27.007
VET,British Grand Prix,2021,1:27.493,1:27.103,1:27.179
ALO,British Grand Prix,2021,1:27.580,1:27.245,\N
GAS,British Grand Prix,2021,1:27.600,1:27.273,\N
OCO,British Grand Prix,2021,1:27.415,1:27.340,\N
GIO,British Grand Prix,2021,1:27.595,1:27.617,\N
STR,British Grand Prix,2021,1:28.017,1:27.665,\N
TSU,British Grand Prix,2021,1:28.043,\N,\N
RAI,British Grand Prix,2021,1:28.062,\N,\N
LAT,British Grand Prix,2021,1:28.254,\N,\N
MSC,British Grand Prix,2021,1:28.738,\N,\N
MAZ,British Grand Prix,2021,1:29.051,\N,\N
HAM,Hungarian Grand Prix,2021,1:16.424,1:16.553,1:15.419
BOT,Hungarian Grand Prix,2021,1:16.569,1:16.702,1:15.734
VER,Hungarian Grand Prix,2021,1:16.214,1:15.650,1:15.840
PER,Hungarian Grand Prix,2021,1:17.233,1:16.443,1:16.421
GAS,Hungarian Grand Prix,2021,1:16.874,1:16.394,1:16.483
NOR,Hungarian Grand Prix,2021,1:17.081,1:16.385,1:16.489
LEC,Hungarian Grand Prix,2021,1:17.084,1:16.574,1:16.496
OCO,Hungarian Grand Prix,2021,1:17.367,1:16.766,1:16.653
ALO,Hungarian Grand Prix,2021,1:17.123,1:16.541,1:16.715
VET,Hungarian Grand Prix,2021,1:17.105,1:16.794,1:16.750
RIC,Hungarian Grand Prix,2021,1:17.664,1:16.871,\N
STR,Hungarian Grand Prix,2021,1:17.038,1:16.893,\N
RAI,Hungarian Grand Prix,2021,1:17.553,1:17.564,\N
GIO,Hungarian Grand Prix,2021,1:17.776,1:17.583,\N
SAI,Hungarian Grand Prix,2021,1:16.649,\N,\N
TSU,Hungarian Grand Prix,2021,1:17.919,\N,\N
RUS,Hungarian Grand Prix,2021,1:17.944,\N,\N
LAT,Hungarian Grand Prix,2021,1:18.036,\N,\N
MAZ,Hungarian Grand Prix,2021,1:18.922,\N,\N
MSC,Hungarian Grand Prix,2021,\N,\N,\N
VER,Belgian Grand Prix,2021,1:58.717,1:56.559,1:59.765
RUS,Belgian Grand Prix,2021,1:59.864,1:56.950,2:00.086
HAM,Belgian Grand Prix,2021,1:59.218,1:56.229,2:00.099
RIC,Belgian Grand Prix,2021,2:01.583,1:57.127,2:00.864
VET,Belgian Grand Prix,2021,2:00.175,1:56.814,2:00.935
GAS,Belgian Grand Prix,2021,2:00.387,1:56.440,2:01.164
PER,Belgian Grand Prix,2021,1:59.334,1:56.886,2:02.112
BOT,Belgian Grand Prix,2021,1:59.870,1:56.295,2:02.502
OCO,Belgian Grand Prix,2021,2:01.824,1:57.354,2:03.513
NOR,Belgian Grand Prix,2021,1:58.301,1:56.025,\N
LEC,Belgian Grand Prix,2021,2:00.728,1:57.721,\N
LAT,Belgian Grand Prix,2021,2:00.966,1:58.056,\N
SAI,Belgian Grand Prix,2021,2:01.184,1:58.137,\N
ALO,Belgian Grand Prix,2021,2:01.653,1:58.205,\N
STR,Belgian Grand Prix,2021,2:01.597,1:58.231,\N
GIO,Belgian Grand Prix,2021,2:02.306,\N,\N
TSU,Belgian Grand Prix,2021,2:02.413,\N,\N
MSC,Belgian Grand Prix,2021,2:03.973,\N,\N
RAI,Belgian Grand Prix,2021,2:04.452,\N,\N
MAZ,Belgian Grand Prix,2021,2:04.939,\N,\N
VER,Dutch Grand Prix,2021,1:10.036,1:09.071,1:08.885
HAM,Dutch Grand Prix,2021,1:10.114,1:09.726,1:08.923
BOT,Dutch Grand Prix,2021,1:10.219,1:09.769,1:09.222
GAS,Dutch Grand Prix,2021,1:10.274,1:09.541,1:09.478
LEC,Dutch Grand Prix,2021,1:09.829,1:09.437,1:09.527
SAI,Dutch Grand Prix,2021,1:10.022,1:09.870,1:09.537
GIO,Dutch Grand Prix,2021,1:10.050,1:10.033,1:09.590
OCO,Dutch Grand Prix,2021,1:10.179,1:09.919,1:09.933
ALO,Dutch Grand Prix,2021,1:10.435,1:10.020,1:09.956
RIC,Dutch Grand Prix,2021,1:10.255,1:09.865,1:10.166
RUS,Dutch Grand Prix,2021,1:10.382,1:10.332,\N
STR,Dutch Grand Prix,2021,1:10.438,1:10.367,\N
NOR,Dutch Grand Prix,2021,1:10.489,1:10.406,\N
LAT,Dutch Grand Prix,2021,1:10.093,1:11.161,\N
TSU,Dutch Grand Prix,2021,1:10.462,1:11.314,\N
PER,Dutch Grand Prix,2021,1:10.530,\N,\N
VET,Dutch Grand Prix,2021,1:10.731,\N,\N
KUB,Dutch Grand Prix,2021,1:11.301,\N,\N
MSC,Dutch Grand Prix,2021,1:11.387,\N,\N
MAZ,Dutch Grand Prix,2021,1:11.875,\N,\N
BOT,Italian Grand Prix,2021,1:20.685,1:20.032,1:19.555
HAM,Italian Grand Prix,2021,1:20.543,1:19.936,1:19.651
VER,Italian Grand Prix,2021,1:21.035,1:20.229,1:19.966
NOR,Italian Grand Prix,2021,1:20.916,1:20.059,1:19.989
RIC,Italian Grand Prix,2021,1:21.292,1:20.435,1:19.995
GAS,Italian Grand Prix,2021,1:21.440,1:20.556,1:20.260
SAI,Italian Grand Prix,2021,1:21.118,1:20.750,1:20.462
LEC,Italian Grand Prix,2021,1:21.219,1:20.767,1:20.510
PER,Italian Grand Prix,2021,1:21.308,1:20.882,1:20.611
GIO,Italian Grand Prix,2021,1:21.197,1:20.726,1:20.808
VET,Italian Grand Prix,2021,1:21.394,1:20.913,\N
STR,Italian Grand Prix,2021,1:21.415,1:21.020,\N
ALO,Italian Grand Prix,2021,1:21.487,1:21.069,\N
OCO,Italian Grand Prix,2021,1:21.500,1:21.103,\N
RUS,Italian Grand Prix,2021,1:21.890,1:21.392,\N
LAT,Italian Grand Prix,2021,1:21.925,\N,\N
TSU,Italian Grand Prix,2021,1:21.973,\N,\N
MSC,Italian Grand Prix,2021,1:22.248,\N,\N
KUB,Italian Grand Prix,2021,1:22.530,\N,\N
MAZ,Italian Grand Prix,2021,1:22.716,\N,\N
NOR,Russian Grand Prix,2021,1:47.238,1:45.827,1:41.993
SAI,Russian Grand Prix,2021,1:47.924,1:46.521,1:42.510
RUS,Russian Grand Prix,2021,1:48.303,1:46.435,1:42.983
HAM,Russian Grand Prix,2021,1:45.992,1:45.129,1:44.050
RIC,Russian Grand Prix,2021,1:48.345,1:46.361,1:44.156
ALO,Russian Grand Prix,2021,1:47.877,1:45.514,1:44.204
BOT,Russian Grand Prix,2021,1:46.396,1:45.306,1:44.710
STR,Russian Grand Prix,2021,1:48.322,1:46.360,1:44.956
PER,Russian Grand Prix,2021,1:46.455,1:45.834,1:45.337
OCO,Russian Grand Prix,2021,1:48.099,1:46.070,1:45.865
VET,Russian Grand Prix,2021,1:47.205,1:46.573,\N
GAS,Russian Grand Prix,2021,1:47.828,1:46.641,\N
TSU,Russian Grand Prix,2021,1:48.854,1:46.751,\N
LAT,Russian Grand Prix,2021,1:48.252,\N,\N
LEC,Russian Grand Prix,2021,1:48.470,\N,\N
RAI,Russian Grand Prix,2021,1:49.586,\N,\N
MSC,Russian Grand Prix,2021,1:49.830,\N,\N
GIO,Russian Grand Prix,2021,1:51.023,\N,\N
MAZ,Russian Grand Prix,2021,1:53.764,\N,\N
VER,Russian Grand Prix,2021,\N,\N,\N
HAM,Turkish Grand Prix,2021,1:24.585,1:23.082,1:22.868
BOT,Turkish Grand Prix,2021,1:25.047,1:23.579,1:22.998
VER,Turkish Grand Prix,2021,1:24.592,1:23.732,1:23.196
LEC,Turkish Grand Prix,2021,1:24.869,1:24.015,1:23.265
GAS,Turkish Grand Prix,2021,1:24.704,1:23.817,1:23.326
ALO,Turkish Grand Prix,2021,1:25.174,1:23.914,1:23.477
PER,Turkish Grand Prix,2021,1:24.963,1:23.961,1:23.706
NOR,Turkish Grand Prix,2021,1:25.138,1:24.642,1:23.954
STR,Turkish Grand Prix,2021,1:25.511,1:24.601,1:24.305
TSU,Turkish Grand Prix,2021,1:25.409,1:24.054,1:24.368
VET,Turkish Grand Prix,2021,1:25.787,1:24.795,\N
OCO,Turkish Grand Prix,2021,1:25.422,1:24.842,\N
RUS,Turkish Grand Prix,2021,1:25.417,1:25.007,\N
MSC,Turkish Grand Prix,2021,1:25.555,1:25.200,\N
SAI,Turkish Grand Prix,2021,1:25.177,\N,\N
RIC,Turkish Grand Prix,2021,1:25.881,\N,\N
LAT,Turkish Grand Prix,2021,1:26.086,\N,\N
GIO,Turkish Grand Prix,2021,1:26.430,\N,\N
RAI,Turkish Grand Prix,2021,1:27.525,\N,\N
MAZ,Turkish Grand Prix,2021,1:28.449,\N,\N
VER,United States Grand Prix,2021,1:34.352,1:33.464,1:32.910
HAM,United States Grand Prix,2021,1:34.579,1:33.797,1:33.119
PER,United States Grand Prix,2021,1:34.369,1:34.178,1:33.134
BOT,United States Grand Prix,2021,1:34.590,1:33.959,1:33.475
LEC,United States Grand Prix,2021,1:34.153,1:33.928,1:33.606
SAI,United States Grand Prix,2021,1:34.558,1:34.126,1:33.792
RIC,United States Grand Prix,2021,1:34.407,1:34.643,1:33.808
NOR,United States Grand Prix,2021,1:34.551,1:33.880,1:33.887
GAS,United States Grand Prix,2021,1:34.567,1:34.583,1:34.118
TSU,United States Grand Prix,2021,1:35.360,1:35.137,1:34.918
OCO,United States Grand Prix,2021,1:35.747,1:35.377,\N
VET,United States Grand Prix,2021,1:35.281,1:35.500,\N
GIO,United States Grand Prix,2021,1:35.920,1:35.794,\N
ALO,United States Grand Prix,2021,1:35.756,1:44.549,\N
RUS,United States Grand Prix,2021,1:35.746,\N,\N
STR,United States Grand Prix,2021,1:35.983,\N,\N
LAT,United States Grand Prix,2021,1:35.995,\N,\N
RAI,United States Grand Prix,2021,1:36.311,\N,\N
MSC,United States Grand Prix,2021,1:36.499,\N,\N
MAZ,United States Grand Prix,2021,1:36.796,\N,\N
BOT,Mexico City Grand Prix,2021,1:16.727,1:16.864,1:15.875
HAM,Mexico City Grand Prix,2021,1:17.207,1:16.474,1:16.020
VER,Mexico City Grand Prix,2021,1:16.788,1:16.483,1:16.225
PER,Mexico City Grand Prix,2021,1:17.003,1:17.055,1:16.342
GAS,Mexico City Grand Prix,2021,1:16.908,1:16.955,1:16.456
SAI,Mexico City Grand Prix,2021,1:17.517,1:17.248,1:16.761
RIC,Mexico City Grand Prix,2021,1:17.719,1:17.092,1:16.763
LEC,Mexico City Grand Prix,2021,1:16.748,1:17.034,1:16.837
TSU,Mexico City Grand Prix,2021,1:17.330,1:16.701,1:17.158
NOR,Mexico City Grand Prix,2021,1:17.569,1:17.473,1:36.830
VET,Mexico City Grand Prix,2021,1:17.502,1:17.746,\N
RAI,Mexico City Grand Prix,2021,1:17.606,1:17.958,\N
RUS,Mexico City Grand Prix,2021,1:17.958,1:18.172,\N
GIO,Mexico City Grand Prix,2021,1:17.897,1:18.290,\N
OCO,Mexico City Grand Prix,2021,1:18.126,1:18.405,\N
ALO,Mexico City Grand Prix,2021,1:18.452,\N,\N
LAT,Mexico City Grand Prix,2021,1:18.756,\N,\N
MSC,Mexico City Grand Prix,2021,1:18.858,\N,\N
MAZ,Mexico City Grand Prix,2021,1:19.303,\N,\N
STR,Mexico City Grand Prix,2021,1:20.873,\N,\N
HAM,São Paulo Grand Prix,2021,1:08.733,1:08.068,1:07.934
VER,São Paulo Grand Prix,2021,1:09.329,1:08.499,1:08.372
BOT,São Paulo Grand Prix,2021,1:09.040,1:08.426,1:08.469
PER,São Paulo Grand Prix,2021,1:09.172,1:08.973,1:08.483
GAS,São Paulo Grand Prix,2021,1:09.347,1:08.903,1:08.777
SAI,São Paulo Grand Prix,2021,1:09.046,1:09.031,1:08.826
LEC,São Paulo Grand Prix,2021,1:09.155,1:08.859,1:08.960
NOR,São Paulo Grand Prix,2021,1:09.365,1:09.030,1:08.980
RIC,São Paulo Grand Prix,2021,1:09.374,1:09.093,1:09.039
ALO,São Paulo Grand Prix,2021,1:09.391,1:09.137,1:09.113
OCO,São Paulo Grand Prix,2021,1:09.430,1:09.189,\N
VET,São Paulo Grand Prix,2021,1:09.451,1:09.399,\N
TSU,São Paulo Grand Prix,2021,1:09.350,1:09.483,\N
RAI,São Paulo Grand Prix,2021,1:09.598,1:09.503,\N
GIO,São Paulo Grand Prix,2021,1:09.342,1:10.227,\N
STR,São Paulo Grand Prix,2021,1:09.663,\N,\N
LAT,São Paulo Grand Prix,2021,1:09.897,\N,\N
RUS,São Paulo Grand Prix,2021,1:09.953,\N,\N
MSC,São Paulo Grand Prix,2021,1:10.329,\N,\N
MAZ,São Paulo Grand Prix,2021,1:10.589,\N,\N
HAM,Qatar Grand Prix,2021,1:21.901,1:21.682,1:20.827
VER,Qatar Grand Prix,2021,1:21.996,1:21.984,1:21.282
BOT,Qatar Grand Prix,2021,1:22.016,1:21.991,1:21.478
GAS,Qatar Grand Prix,2021,1:22.535,1:21.728,1:21.640
ALO,Qatar Grand Prix,2021,1:22.422,1:21.894,1:21.670
NOR,Qatar Grand Prix,2021,1:22.839,1:22.216,1:21.731
SAI,Qatar Grand Prix,2021,1:22.304,1:22.241,1:21.840
TSU,Qatar Grand Prix,2021,1:22.458,1:22.058,1:21.881
OCO,Qatar Grand Prix,2021,1:22.565,1:22.012,1:22.028
VET,Qatar Grand Prix,2021,1:22.549,1:22.146,1:22.785
PER,Qatar Grand Prix,2021,1:22.398,1:22.346,\N
STR,Qatar Grand Prix,2021,1:22.551,1:22.460,\N
LEC,Qatar Grand Prix,2021,1:22.742,1:22.463,\N
RIC,Qatar Grand Prix,2021,1:22.688,1:22.597,\N
RUS,Qatar Grand Prix,2021,1:22.863,1:22.756,\N
RAI,Qatar Grand Prix,2021,1:23.156,\N,\N
LAT,Qatar Grand Prix,2021,1:23.213,\N,\N
GIO,Qatar Grand Prix,2021,1:23.262,\N,\N
MSC,Qatar Grand Prix,2021,1:23.407,\N,\N
MAZ,Qatar Grand Prix,2021,1:25.859,\N,\N
HAM,Saudi Arabian Grand Prix,2021,1:28.466,1:27.712,1:27.511
BOT,Saudi Arabian Grand Prix,2021,1:28.057,1:28.054,1:27.622
VER,Saudi Arabian Grand Prix,2021,1:28.285,1:27.953,1:27.653
LEC,Saudi Arabian Grand Prix,2021,1:28.310,1:28.459,1:28.054
PER,Saudi Arabian Grand Prix,2021,1:28.021,1:27.946,1:28.123
GAS,Saudi Arabian Grand Prix,2021,1:28.401,1:28.314,1:28.125
NOR,Saudi Arabian Grand Prix,2021,1:28.338,1:28.344,1:28.180
TSU,Saudi Arabian Grand Prix,2021,1:28.503,1:28.222,1:28.442
OCO,Saudi Arabian Grand Prix,2021,1:28.752,1:28.574,1:28.647
GIO,Saudi Arabian Grand Prix,2021,1:28.899,1:28.616,1:28.754
RIC,Saudi Arabian Grand Prix,2021,1:28.216,1:28.668,\N
RAI,Saudi Arabian Grand Prix,2021,1:28.856,1:28.885,\N
ALO,Saudi Arabian Grand Prix,2021,1:28.944,1:28.920,\N
RUS,Saudi Arabian Grand Prix,2021,1:28.926,1:29.054,\N
SAI,Saudi Arabian Grand Prix,2021,1:28.237,1:53.652,\N
LAT,Saudi Arabian Grand Prix,2021,1:29.177,\N,\N
VET,Saudi Arabian Grand Prix,2021,1:29.198,\N,\N
STR,Saudi Arabian Grand Prix,2021,1:29.368,\N,\N
MSC,Saudi Arabian Grand Prix,2021,1:29.464,\N,\N
MAZ,Saudi Arabian Grand Prix,2021,1:30.473,\N,\N
VER,Abu Dhabi Grand Prix,2021,1:23.322,1:22.800,1:22.109
HAM,Abu Dhabi Grand Prix,2021,1:22.845,1:23.145,1:22.480
NOR,Abu Dhabi Grand Prix,2021,1:23.553,1:23.256,1:22.931
PER,Abu Dhabi Grand Prix,2021,1:23.350,1:23.135,1:22.947
SAI,Abu Dhabi Grand Prix,2021,1:23.624,1:23.174,1:22.992
BOT,Abu Dhabi Grand Prix,2021,1:23.117,1:23.246,1:23.036
LEC,Abu Dhabi Grand Prix,2021,1:23.467,1:23.202,1:23.122
TSU,Abu Dhabi Grand Prix,2021,1:23.428,1:23.404,1:23.220
OCO,Abu Dhabi Grand Prix,2021,1:23.764,1:23.420,1:23.389
RIC,Abu Dhabi Grand Prix,2021,1:23.829,1:23.448,1:23.409
ALO,Abu Dhabi Grand Prix,2021,1:23.846,1:23.460,\N
GAS,Abu Dhabi Grand Prix,2021,1:23.489,1:24.043,\N
STR,Abu Dhabi Grand Prix,2021,1:24.061,1:24.066,\N
GIO,Abu Dhabi Grand Prix,2021,1:24.118,1:24.251,\N
VET,Abu Dhabi Grand Prix,2021,1:24.225,1:24.305,\N
LAT,Abu Dhabi Grand Prix,2021,1:24.338,\N,\N
RUS,Abu Dhabi Grand Prix,2021,1:24.423,\N,\N
RAI,Abu Dhabi Grand Prix,2021,1:24.779,\N,\N
MSC,Abu Dhabi Grand Prix,2021,1:24.906,\N,\N
MAZ,Abu Dhabi Grand Prix,2021,1:25.685,\N,\N
LEC,Bahrain Grand Prix,2022,1:31.471,1:30.932,1:30.558
VER,Bahrain Grand Prix,2022,1:31.785,1:30.757,1:30.681
SAI,Bahrain Grand Prix,2022,1:31.567,1:30.787,1:30.687
PER,Bahrain Grand Prix,2022,1:32.311,1:31.008,1:30.921
HAM,Bahrain Grand Prix,2022,1:32.285,1:31.048,1:31.238
BOT,Bahrain Grand Prix,2022,1:31.919,1:31.717,1:31.560
MAG,Bahrain Grand Prix,2022,1:31.955,1:31.461,1:31.808
ALO,Bahrain Grand Prix,2022,1:32.346,1:31.621,1:32.195
RUS,Bahrain Grand Prix,2022,1:32.269,1:31.252,1:32.216
GAS,Bahrain Grand Prix,2022,1:32.096,1:31.635,1:32.338
OCO,Bahrain Grand Prix,2022,1:32.041,1:31.782,\N
MSC,Bahrain Grand Prix,2022,1:32.380,1:31.998,\N
NOR,Bahrain Grand Prix,2022,1:32.239,1:32.008,\N
ALB,Bahrain Grand Prix,2022,1:32.726,1:32.664,\N
ZHO,Bahrain Grand Prix,2022,1:32.493,1:33.543,\N
TSU,Bahrain Grand Prix,2022,1:32.750,\N,\N
HUL,Bahrain Grand Prix,2022,1:32.777,\N,\N
RIC,Bahrain Grand Prix,2022,1:32.945,\N,\N
STR,Bahrain Grand Prix,2022,1:33.032,\N,\N
LAT,Bahrain Grand Prix,2022,1:33.634,\N,\N
ZHO,Saudi Arabian Grand Prix,2022,1:29.978,1:29.819,\N
RIC,Saudi Arabian Grand Prix,2022,1:30.009,1:29.773,\N
NOR,Saudi Arabian Grand Prix,2022,1:29.957,1:29.651,\N
MAG,Saudi Arabian Grand Prix,2022,1:29.831,1:29.546,1:29.588
GAS,Saudi Arabian Grand Prix,2022,1:29.891,1:29.418,1:29.254
BOT,Saudi Arabian Grand Prix,2022,1:29.683,1:29.404,1:29.183
ALO,Saudi Arabian Grand Prix,2022,1:29.978,1:29.295,1:29.147
RUS,Saudi Arabian Grand Prix,2022,1:29.680,1:29.618,1:29.104
OCO,Saudi Arabian Grand Prix,2022,1:30.093,1:29.584,1:29.068
VER,Saudi Arabian Grand Prix,2022,1:28.928,1:28.945,1:28.461
SAI,Saudi Arabian Grand Prix,2022,1:28.855,1:28.686,1:28.402
LEC,Saudi Arabian Grand Prix,2022,1:29.039,1:28.780,1:28.225
PER,Saudi Arabian Grand Prix,2022,1:29.705,1:28.924,1:28.200
MSC,Saudi Arabian Grand Prix,2022,1:30.167,1:29.920,\N
STR,Saudi Arabian Grand Prix,2022,1:30.256,1:31.009,\N
HAM,Saudi Arabian Grand Prix,2022,1:30.343,\N,\N
ALB,Saudi Arabian Grand Prix,2022,1:30.492,\N,\N
HUL,Saudi Arabian Grand Prix,2022,1:30.543,\N,\N
LAT,Saudi Arabian Grand Prix,2022,1:31.817,\N,\N
TSU,Saudi Arabian Grand Prix,2022,\N,\N,\N
LEC,Australian Grand Prix,2022,1:18.881,1:18.606,1:17.868
VER,Australian Grand Prix,2022,1:18.580,1:18.611,1:18.154
PER,Australian Grand Prix,2022,1:18.834,1:18.340,1:18.240
NOR,Australian Grand Prix,2022,1:19.280,1:19.066,1:18.703
HAM,Australian Grand Prix,2022,1:19.401,1:19.106,1:18.825
RUS,Australian Grand Prix,2022,1:19.405,1:19.076,1:18.933
RIC,Australian Grand Prix,2022,1:19.665,1:19.130,1:19.032
OCO,Australian Grand Prix,2022,1:19.605,1:19.136,1:19.061
SAI,Australian Grand Prix,2022,1:18.983,1:18.469,1:19.408
ALO,Australian Grand Prix,2022,1:19.192,1:18.815,\N
GAS,Australian Grand Prix,2022,1:19.580,1:19.226,\N
BOT,Australian Grand Prix,2022,1:19.251,1:19.410,\N
TSU,Australian Grand Prix,2022,1:19.742,1:19.424,\N
ZHO,Australian Grand Prix,2022,1:19.910,1:20.155,\N
MSC,Australian Grand Prix,2022,1:20.104,1:20.465,\N
ALB,Australian Grand Prix,2022,1:20.135,\N,\N
MAG,Australian Grand Prix,2022,1:20.254,\N,\N
VET,Australian Grand Prix,2022,1:21.149,\N,\N
LAT,Australian Grand Prix,2022,1:21.372,\N,\N
STR,Australian Grand Prix,2022,\N,\N,\N
VER,Emilia Romagna Grand Prix,2022,1:19.295,1:18.793,1:27.999
